,alpha,beta,gamma,delta,epsilon,theta,zeta,eta,mu,nu,tau,lambda,kappa,xi,rho,sigma,s,i,d,a,r,t,h,e,h_detected,r0
79,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955884415716687,8.623839160415032e-05,0.0006233906847060009,5.658989432523769e-06,0.0006216750312613425,0.00029771899527135306,0.0026880387568944952,8.883757916160292e-05,0.0015017216069552095,0.8469123628743992
80,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955637849812049,8.480933501682045e-05,0.0006126827016803925,5.5590887947574826e-06,0.0006175207712223943,0.00030107057076528173,0.0027227410834561594,9.183146785940729e-05,0.0015294696127043192,0.8469123628743992
81,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955395071717033,8.342978233855e-05,0.0006021713591383704,5.463149419343159e-06,0.000613213010570053,0.000304292150621785,0.0027570651476487296,9.485822856007602e-05,0.0015569536513238395,0.8469123628743992
82,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955155975130073,8.209585990158561e-05,0.000591857301591679,5.37084512979905e-06,0.0006087632553634629,0.0003073841448977939,0.0027910145169062206,9.791656320217385e-05,0.00158417341002646,0.8469123628743992
83,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954920461232951,8.080406950214504e-05,0.0005817404247191157,5.281881416812986e-06,0.0006041825092094132,0.00031034712024650816,0.0028245926930021703,0.00010100517860866639,0.001611128811333912,0.8469123628743992
84,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954688437969826,7.955125163048295e-05,0.0005718199781204505,5.1959923476621225e-06,0.000599481284405094,0.0003131817896730181,0.0028578031188386532,0.00010412278800188406,0.001637819990712055,0.8469123628743992
85,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954459819397281,7.833455226123358e-05,0.0005620946567085521,5.112937774333579e-06,0.0005946696140090549,0.0003158890026421104,0.0028906491844588045,0.00010726811241777727,0.0016642472762781883,0.8469123628743992
86,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954234525098594,7.715139286237758e-05,0.0005525626819023214,5.032500811638794e-06,0.0005897570646473416,0.0003184697355458665,0.0029231342323481346,0.00011043988202302599,0.0016904111703852577,0.8469123628743992
87,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995401247965586,7.59994433137627e-05,0.0005432218736682421,4.954485559380988e-06,0.0005847527498856246,0.0003209250825356091,0.0029552615621126765,0.000113636837338626,0.0017163123329061271,0.8469123628743992
88,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953793612174414,7.487659745560277e-05,0.0005340697143547463,4.878715045128836e-06,0.000579665344019385,0.00032325624672010654,0.002987034434589808,0.0001168577303736072,0.001741951566057881,0.8469123628743992
89,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953577855854405,7.378095101407056e-05,0.00052510340516996,4.805029366399159e-06,0.0005745030961532396,0.00032546453172968613,0.0030184560754535905,0.00012010132567254605,0.0017673298006213,0.8469123628743992
90,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953365147604877,7.27107816752589e-05,0.0005163199160689082,4.733284013082962e-06,0.0005692738444574055,0.00032755133364395684,0.0030495296783732417,0.00012336640128052202,0.0017924480834243964,0.8469123628743992
91,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953155427696289,7.166453110064431e-05,0.0005077160297399649,4.663348352784472e-06,0.0005639850305043763,0.00032951813327920093,0.0030802584077650463,0.00012665174962913487,0.00181730756597131,0.8469123628743992
92,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952948639447596,7.064078869696959e-05,0.0004992883803114742,4.595104263401676e-06,0.0005586437136023053,0.00033136648883009656,0.003110645401188994,0.00012995617834715592,0.0018419094941091556,0.8469123628743992
93,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952744728944599,6.96382769713629e-05,0.0004910334873373135,4.528444898776795e-06,0.0005532565850535078,0.00033309802885927525,0.0031406937714204552,0.00013327851099932298,0.0018662551986355573,0.8469123628743992
94,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952543644786362,6.865583831870311e-05,0.0004829477855640961,4.4632735746013334e-06,0.0005478299822770656,0.0003347144456272549,0.003170406608245191,0.00013661758775672253,0.0018903460867588473,0.8469123628743992
95,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952345337857084,6.769242310289633e-05,0.00047502765093211126,4.399502762986899e-06,0.0005423699027438974,0.0003362174887544988,0.0031997869799931244,0.00013997226600212357,0.0019141836343312241,0.8469123628743992
96,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952149761120799,6.674707890698478e-05,0.0004672694232164559,4.337053185222679e-06,0.0005368820176809598,0.00033760895920673567,0.0032288379348500706,0.00014334142087353764,0.0019377693787827486,0.8469123628743992
97,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951956869436672,6.581894083899987e-05,0.0004596694256736475,4.2758529932438354e-06,0.000531371685508559,0.00033889070359416763,0.0032575625019749532,0.000146723945749196,0.0019611049126908456,0.8469123628743992
98,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951766619392901,6.490722279132218e-05,0.0004522239820218844,4.2158370312430075e-06,0.0005258439649812309,0.0003400646087748354,0.003285963692432392,0.0001501187526770314,0.001984191877926177,0.8469123628743992
99,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951578969157319,6.401120956112385e-05,0.00044492943104965083,4.156946169678241e-06,0.0005203036280083367,0.0003411325967521317,0.0033140444999754104,0.00015352477275165855,0.002007031960321375,0.8469123628743992
100,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951393878343043,6.313024974834502e-05,0.0004377821391172,4.0991267046735646e-06,0.0005147551721355144,0.0003420966198562836,0.003341807901692029,0.00015694095644174262,0.0020296268848141183,0.8469123628743992
101,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951211307887747,6.22637493556869e-05,0.00043077851078824947,4.042329816480211e-06,0.0005092028326725056,0.00034295865619952346,0.003369256858522407,0.00016036627387054837,0.0020519784110206996,0.8469123628743992
102,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951031219945065,6.141116602236373e-05,0.00042391499780473733,3.986511081274447e-06,0.0005036505944567204,0.00034372070539463896,0.0033963943156816168,0.00016379971505235065,0.0020740883292002985,0.8469123628743992
103,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950853577787049,6.057200382992556e-05,0.0004171881065954127,3.931630031117582e-06,0.0004981022032452147,0.0003443847845266168,0.0034232232029796084,0.0001672402900872937,0.0020959584565740006,0.8469123628743992
104,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950678345716485,5.974580862440362e-05,0.00041059440448915855,3.877649757401091e-06,0.0004925611767306779,0.0003449529243671812,0.0034497464350653484,0.00017068702931717647,0.0021175906339659404,0.8469123628743992
105,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950505488988078,5.893216380440042e-05,0.00040413052478605624,3.824536553549349e-06,0.0004870308151795058,0.00034542716582214045,0.003475966911602013,0.00017413898344454507,0.002138986722737026,0.8469123628743992
106,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950334973737679,5.813068652960573e-05,0.00039779317082309576,3.772259593159477e-06,0.00048151421169222473,0.0003458095566016124,0.003501887517375124,0.00017759522361736888,0.0021601486019845626,0.8469123628743992
107,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950166766918673,5.734102430861111e-05,0.0003915791191569319,3.7207906401253197e-06,0.0004760142620883492,0.0003461021481033876,0.0035275111223538325,0.00018105484148148358,0.002181078165983467,0.8469123628743992
108,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950000836244831,5.656285192886813e-05,0.0003854852219730592,3.670103787625565e-06,0.0004705336744193587,0.00034630699249989775,0.00355284058170513,0.0001845169492028819,0.0022017773218471976,0.8469123628743992
109,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949837150138963,5.5795868695225295e-05,0.0003795084088190496,3.6201752231565826e-06,0.00046507497811479445,0.00034642614001948607,0.0035778787357703123,0.00018798067946184437,0.002222247987388449,0.8469123628743992
110,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949675677686785,5.503979594672704e-05,0.0003736456877489522,3.570983017062771e-06,0.00045964053276760156,0.0003464616364129224,0.003602628410007469,0.00019144518542080747,0.002242492089161645,0.8469123628743992
111,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994951638859551,5.429437482429164e-05,0.0003678941459564879,3.5225069322630413e-06,0.0004542325365657714,0.00034641552059636597,0.003627092414906108,0.00019490964066777664,0.002262511560670865,0.8469123628743992
112,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949359253156531,5.355936426453959e-05,0.0003622509499661589,3.4747282530945105e-06,0.0004488530343780947,0.0003462898224622432,0.0036512735458857914,0.0001983732391370078,0.0022823083407284123,0.8469123628743992
113,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949204242211983,5.283453919744201e-05,0.00035671334544374846,3.4276296313955682e-06,0.0004435039255024557,0.0003460865608497826,0.0036751745831683502,0.00020183519500859424,0.0023018843719506037,0.8469123628743992
114,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9949051327124624,5.211968892762681e-05,0.00035127865668083526,3.3811949481322233e-06,0.0004381869710855774,0.0003458077416672321,0.00369879829163966,0.00020529474258851693,0.0023212415993786343,0.8469123628743992
115,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948900479750764,5.141461568114022e-05,0.0003459442858017843,3.335409189035984e-06,0.00043290380122349814,0.00034545535615805383,0.0037221474206994287,0.00020875113617063555,0.0023403819692134325,0.8469123628743992
116,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948751672415903,5.071913330123229e-05,0.00034070771173616934,3.290258332870123e-06,0.00042765592175233487,0.00034503137930368464,0.0037452247041013242,0.00021220364988202284,0.00235930742765458,0.8469123628743992
117,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948604877892779,5.0033066078335254e-05,0.0003355664889946218,3.2457292510753555e-06,0.00042244472073907417,0.0003445377683557212,0.0037680328597903268,0.00021565157751297448,0.0023780199198341367,0.8469123628743992
118,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948460069381639,4.935624770085057e-05,0.00033051824628168333,3.2018096176674357e-06,0.00041727147468223583,0.00034397646149067105,0.003790574589729978,0.00021909423233295165,0.0023965213888372107,0.8469123628743992
119,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948317220492405,4.868852031466682e-05,0.00032556068497527135,3.1584878283688284e-06,0.00041213735443231024,0.0003433493765806843,0.003812852579734516,0.00022253094689365227,0.0024148137748017553,0.8469123628743992
120,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948176305228602,4.802973368051232e-05,0.0003206915774988083,3.1157529280556956e-06,0.00040704343084185004,0.0003426584100739442,0.003834869499296123,0.00022596107282033548,0.0024328990140908154,0.8469123628743992
121,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9948037297972842,4.737974441931207e-05,0.00031590876560890825,3.073594545691124e-06,0.0004019906801550469,0.0003419054359786735,0.0038566280014158405,0.00022938398059246947,0.0024507790385310817,0.8469123628743992
122,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947900173473706,4.6738415336683556e-05,0.000311210158618667,3.032002835996375e-06,0.0003969799891465237,0.0003410923049449568,0.0038781307224318162,0.00023279905931470804,0.0024684557747121517,0.8469123628743992
123,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947764906833844,4.61056148185757e-05,0.00030659373157407765,2.9909684271851235e-06,0.00039201216001893426,0.00034022084343883973,0.0038993802818588774,0.0002362057164791455,0.00248593114334142,0.8469123628743992
124,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947631473499184,4.548121629084222e-05,0.00030205752339883827,2.9504823741517423e-06,0.0003870879150688093,0.00033929285300341426,0.003920379282225661,0.00023960337771974932,0.0025032070586499633,0.8469123628743992
125,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947499849249146,4.486509773625018e-05,0.0002975996350208001,2.910536116564337e-06,0.0003822079011298966,0.0003383101096018304,0.003941130308920182,0.0002429914865598114,0.0025202854278452576,0.8469123628743992
126,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994737001018772,4.425714126306634e-05,0.0002932182274915198,2.8711214413672333e-06,0.00037737269380303743,0.00033727436303741446,0.0039616359300382875,0.0002463695041532163,0.00253716815060688,0.8469123628743992
127,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947241932735308,4.365723271994306e-05,0.000288911520108785,2.832230449246234e-06,0.0003725828014814075,0.00033618733644629134,0.0039818986962432135,0.00024973690902027303,0.002553857118621742,0.8469123628743992
128,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9947115593621308,4.3065261352347657e-05,0.00028467778855056604,2.7938555246540573e-06,0.00036783866917970356,0.00033505072585813427,0.00400192114062492,0.0002530931967788137,0.002570354215155684,0.8469123628743992
129,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946990969877259,4.248111949623581e-05,0.00028051536302744465,2.7559893090319234e-06,0.00036314068217553337,0.0003338661998209606,0.0040217057785736365,0.0002564378798712455,0.002586661314658967,0.8469123628743992
130,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99468680388306,4.1904702305192636e-05,0.0002764226264603463,2.7186246769055924e-06,0.0003584891694715869,0.0003326353990855178,0.004041255107652408,0.0002597704872880476,0.0026027802824010442,0.8469123628743992
131,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946746778098849,4.133590750740448e-05,0.0002723980126871848,2.6817547145504974e-06,0.0003538844070854611,0.00033135993634647343,0.004060571607485408,0.0002630905642885482,0.0026187129741362092,0.8469123628743992
132,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946627165584263,4.077463518950052e-05,0.00026844000470415774,2.6453727009713073e-06,0.0003493266211756936,0.00033004139603582,0.004079657739648246,0.00026639767211927195,0.002634461235793947,0.8469123628743992
133,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946509179468844,4.0220787604367804e-05,0.0002645471329443982,2.609472090951434e-06,0.0003448159910108472,0.0003286813341655872,0.004098515947568826,0.00026969138773049676,0.002650026903194019,0.8469123628743992
134,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946392798209728,3.9674269000426006e-05,0.000260717973596925,2.574046499958426e-06,0.0003403526517888078,0.00032728127821652974,0.0041171486564330895,0.00027297130349146503,0.0026654118017840588,0.8469123628743992
135,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946278000534824,3.91349854700867e-05,0.0002569511469680901,2.539089690711476e-06,0.0003359366973131126,0.00032584272706971695,0.004135558273101192,0.00027623702690469763,0.002680617746398024,0.8469123628743992
136,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946164765438756,3.860284481535038e-05,0.0002532453158872062,2.5045955612367516e-06,0.0003315681825328626,0.00032436715097811103,0.004153747186029566,0.0002794881803198257,0.002695646541033997,0.8469123628743992
137,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9946053072179011,3.807775642870323e-05,0.00024959918415757464,2.470558134253729e-06,0.00032724712595252734,0.0003228559915753772,0.004171717765203087,0.00028272440064732216,0.0027104999786499427,0.8469123628743992
138,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945942900272305,3.755963118766156e-05,0.0002460114950537441,2.4369715477514562e-06,0.00032297351191770674,0.0003213106619193084,0.00418947236207079,0.0002859453390724957,0.0027251798409761636,0.8469123628743992
139,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945834229491152,3.704838136148018e-05,0.00024248102986549504,2.4038300466280166e-06,0.0003187472927826652,0.00031973254656738974,0.004207013309491137,0.00028915066077008037,0.0027396878983432997,0.8469123628743992
140,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945727039860551,3.654392052869337e-05,0.00023900660648873046,2.371127975279137e-06,0.0003145683909652266,0.0003181230016821588,0.004224342921685054,0.0002923400446197315,0.002754025909524803,0.8469123628743992
141,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945621311654835,3.604616350429352e-05,0.00023558707806321555,2.338859771033644e-06,0.0003104367008943848,0.00031648335516414907,0.004241463494196629,0.0002955131829227106,0.002768195621592895,0.8469123628743992
142,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.994551702539464,3.555502627547529e-05,0.0002322213316568809,2.307019958343758e-06,0.0003063520908557541,0.00031481490681031424,0.004258377303859251,0.0002986697811200295,0.00278219876978716,0.8469123628743992
143,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945414161843996,3.507042594498514e-05,0.00022890828699621948,2.2756031436476765e-06,0.00030231440473978344,0.00031311892849596374,0.00427508660876752,0.00030180955751229674,0.002796037077394899,0.8469123628743992
144,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945312702007493,3.459228068121494e-05,0.00022564689524215284,2.244604010830424e-06,0.00029832346369742407,0.00031139666437832934,0.004291593648259262,0.0003049322429814915,0.0028097122556425182,0.8469123628743992
145,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945212627127537,3.412050967426897e-05,0.00022243613781060522,2.2140173172164583e-06,0.00029437906770775856,0.00030964933112000484,0.004307900642901652,0.0003080375807148729,0.002823226003597251,0.8469123628743992
146,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945113918681662,3.365503309731436e-05,0.00021927502523691965,2.1838378900345096e-06,0.0002904809970618842,0.0003078781181305901,0.0043240097944858835,0.0003111253259312142,0.0028365800080785712,0.8469123628743992
147,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9945016558379973,3.3195772072598105e-05,0.00021616259608315868,2.1540606233012763e-06,0.0002866290137671619,0.00030608418782497094,0.004339923286021952,0.0003141952456095404,0.002849775943578694,0.8469123628743992
148,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944920528162542,3.2742648641578315e-05,0.00021309791588725835,2.1246804750761527e-06,0.00028282286287575735,0.00030426867589675556,0.004355643281748756,0.0003172471182205201,0.0028628154721916385,0.8469123628743992
149,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944825810196934,3.2295585738678225e-05,0.00021008007615295224,2.095692465044232e-06,0.0002790622737412158,0.00030243269160546896,0.0043711719271425364,0.0003202807334606657,0.0028757002435503285,0.8469123628743992
150,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944732386875762,3.1854507168222326e-05,0.00020710819337933334,2.0670916723893048e-06,0.00027534696120665446,0.0003005773180762001,0.004386511348931532,0.0003232958919894641,0.002888431894771265,0.8469123628743992
151,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944640240814224,3.1419337584162764e-05,0.00020418140812889364,2.0388732339226385e-06,0.0002716766267279766,0.0002987036126104609,0.004401663655122512,0.0003262924051695628,0.0029010120504063537,0.8469123628743992
152,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944549354847774,3.099000247224685e-05,0.0002012988841328605,2.011032342436995e-06,0.0002680509594353677,0.00029681260700710043,0.004416630935022536,0.0003292700948101157,0.002913442322401465,0.8469123628743992
153,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944459712029711,3.056642813431444e-05,0.00019845980743263183,1.9835642452585845e-06,0.0002644696371361701,0.00029490530789217935,0.004431415259274929,0.00033222879291338085,0.0029257243100613475,0.8469123628743992
154,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944371295628908,3.014854167444881e-05,0.00019566338555611275,1.9564642429726593e-06,0.0002609323272620973,0.00029298269705678405,0.004446018679892139,0.0003351683414246599,0.0029378596000205785,0.8469123628743992
155,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944284089127438,2.9736270986735192e-05,0.0001929088467277556,1.9297276883010478e-06,0.0002574386877636029,0.00029104573180181443,0.004460443230302369,0.00033808859198564866,0.0029498497662201915,0.8469123628743992
156,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944198076218363,2.9329544744409154e-05,0.00019019543911111186,1.903349985112345e-06,0.0002539883679540856,0.0002890953452888494,0.004474690925388769,0.0003409894056912678,0.0029616963698897098,0.8469123628743992
157,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944113240803407,2.8928292390201784e-05,0.00018752243008271727,1.877326587547582e-06,0.00025058100930649144,0.00028713244689623557,0.004488763761546055,0.00034387065285002765,0.002973400959534262,0.8469123628743992
158,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9944029566990743,2.8532444127710646e-05,0.00018488910553615036,1.8516529992461398e-06,0.0002472162462047377,0.0002851579225796173,0.004502663716730249,0.0003467322127479778,0.002984965070926566,0.8469123628743992
159,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943947039092762,2.814193091364576e-05,0.0001822947692151198,1.8263247726583712e-06,0.0002438937066522807,0.0002831726352361623,0.004516392750517739,0.00034957397341628003,0.0029963902271034908,0.8469123628743992
160,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943865641623822,2.7756684450817376e-05,0.00017973874207446132,1.8013375084329437e-06,0.00024061301294002813,0.0002811774250717889,0.004529952804169901,0.00035239583140243955,0.0030076779383669903,0.8469123628743992
161,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943785359298098,2.7376637181748164e-05,0.0001772203616679509,1.7766868548682884e-06,0.0002373737822756911,0.00027917310997075117,0.004543345800693932,0.00035519769154521873,0.003018829702289179,0.8469123628743992
162,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9943706177027365,2.7001722282807363e-05,0.00017473898156186355,1.7523685074187874e-06,0.0002341756273765723,0.00027716048586697494,0.004556573644914574,0.00035797946675325906,0.0030298470037213466,0.8469123628743992
