,alpha,beta,gamma,delta,epsilon,theta,zeta,eta,mu,nu,tau,lambda,kappa,xi,rho,sigma,s,i,d,a,r,t,h,e,h_detected,r0
80,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9963228184535189,6.974150467138843e-05,0.000502473255215676,4.568884352629852e-06,0.0005085665104138101,0.00025008294702834837,0.002264644856828868,7.710358797046504e-05,0.0012752730656322546,0.8469123628743992
81,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9963028436744785,6.86192734956671e-05,0.0004938909811906204,4.491012352764147e-06,0.0005049625465739719,0.0002526928130790258,0.0022928819644397747,7.961773438970083e-05,0.0012978859480046831,0.8469123628743992
82,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9962831690929587,6.753335477852057e-05,0.0004854706077031113,4.416026973530797e-06,0.0005012459082682012,0.00025519600041852216,0.002320811563828795,8.215744507067035e-05,0.0013202811143562256,0.8469123628743992
83,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9962637868265604,6.648099762363389e-05,0.0004772118223999013,4.343696702944919e-06,0.0004974254534258567,0.00025759303792115447,0.0023484365098069837,8.472165555901277e-05,0.0013424585751441887,0.8469123628743992
84,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9962446895238609,6.545971651411112e-05,0.0004691138168459057,4.273812418865592e-06,0.00049350964099064,0.000259884570762653,0.002375759611315753,8.730930729130725e-05,0.0013644185082298346,0.8469123628743992
85,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9962258703136009,6.446726535539879e-05,0.00046117535749240794,4.20618520673763e-06,0.000489506541132989,0.00026207135243460586,0.0024027836360596133,8.991934871742857e-05,0.001386161242952073,0.8469123628743992
86,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9962073227588758,6.350161402777878e-05,0.0004533948487132211,4.1406443879144025e-06,0.00048542384599533115,0.00026415423705682865,0.0024295113145985647,9.25507363445244e-05,0.0014076872456686097,0.8469123628743992
87,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961890408158449,6.256092720803607e-05,0.00044577038872303066,4.077035738361613e-06,0.0004812688808405857,0.0002661341719902154,0.0024559453439493284,9.520243570561217e-05,0.0014289971066267623,0.8469123628743992
88,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961710187965191,6.164354524279317e-05,0.0004382998191117386,4.0152198794840005e-06,0.000477048615490724,0.0002680121907506289,0.002482088390749815,9.787342225580789e-05,0.001450091528039197,0.8469123628743992
89,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961532513352289,6.074796687672066e-05,0.00043098076865600774,3.955070824568234e-06,0.00047276967595683987,0.00026978940622267766,0.0025079430940351255,0.0001005626821991961,0.0014709713132516288,0.8469123628743992
90,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961357333584143,5.9872833657587656e-05,0.00042381069200362286,3.896474665915968e-06,0.00046843835617524214,0.0002714670041707636,0.0025335120676631684,0.00010326921324933036,0.0014916373569002165,0.8469123628743992
91,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961184600574124,5.901691585709149e-05,0.00041678690376706443,3.839328389168784e-06,0.0004640606297757099,0.00027304623704355047,0.0025587979024286334,0.0001059920253263207,0.0015120906359660478,0.8469123628743992
92,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9961014268639485,5.817909976177025e-05,0.00040990660850922817,3.7835388026170248e-06,0.00045964216181839203,0.0002745284180669593,0.002583803167899079,0.00010873014119342059,0.0015323322016428662,0.8469123628743992
93,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.996084629428066,5.7358376202207626e-05,0.0004031669270559584,3.7290215704509535e-06,0.0004551883204450218,0.000275914915619937,0.0026085304140044396,0.00011148259703597197,0.001552363171942113,0.8469123628743992
94,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9960680635982567,5.655383020132435e-05,0.00039656491952650487,3.6757003399674902e-06,0.00045070418839826987,0.00027720714788652856,0.0026329821724051516,0.00011424844298550554,0.00157218472496653,0.8469123628743992
95,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9960517254035745,5.57646316339393e-05,0.00039009760543370155,3.6235059536997818e-06,0.00044619457437028063,0.00027840657777721234,0.0026571609576649946,0.00011702674359172564,0.0015917980927900649,0.8469123628743992
96,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9960356110375366,5.499002680008949e-05,0.0003837619811701984,3.5723757382998448e-06,0.0004416640241478268,0.00027951470811199956,0.002681069268249958,0.00011981657824503597,0.0016112045558876946,0.8469123628743992
97,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9960197168436379,5.4229330823924094e-05,0.0003775550351650813,3.5222528627852237e-06,0.0004371168315271597,0.00028053307705744866,0.002704709587373566,0.00012261704155218538,0.001630405438064108,0.8469123628743992
98,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.996004039302317,5.348192079842606e-05,0.00037147376096635507,3.4730857594669095e-06,0.00043255704897660627,0.0002814632538094844,0.0027280843837051982,0.00012542724366753318,0.0016494021018350017,0.8469123628743992
99,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959885750192314,5.274722960385028e-05,0.00036551516847874166,3.4248276015147863e-06,0.0004279884980293393,0.0002823068345137325,0.0027511961119590644,0.00012824631058235068,0.0016681959442191078,0.8469123628743992
100,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959733207147122,5.202474033467548e-05,0.00035967629356278136,3.377435831695019e-06,0.0004234147793925895,0.0002830654384149669,0.002774047213376596,0.0001310733843744929,0.0016867883929030149,0.8469123628743992
101,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959582732142801,5.1313981276117025e-05,0.0003539542061800748,3.330871737336893e-06,0.0004188392827629289,0.00028374070422721776,0.0027966401161154675,0.00013390762342068877,0.0017051809027444232,0.8469123628743992
102,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959434294401178,5.06145213769025e-05,0.0003483460172504433,3.285100067059851e-06,0.000414265196340193,0.0002843342867160855,0.002818977235557907,0.00013674820257361493,0.001723374952582704,0.8469123628743992
103,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959287864034033,4.992596617012704e-05,0.00034284888436961127,3.240088685219659e-06,0.0004096955160351633,0.0002848478534848524,0.0028410609745458393,0.0001395943133058324,0.0017413720423285677,0.8469123628743992
104,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959143411974175,4.924795409863313e-05,0.0003374600165205465,3.195808260419974e-06,0.00040513305436834957,0.00028528308195606357,0.0028628937235557483,0.00014244516382258248,0.0017591736903072894,0.8469123628743992
105,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9959000909913486,4.8580153205545356e-05,0.00033217667789766113,3.152231984786032e-06,0.00040058044905912424,0.0002856416565403628,0.0028844778608186905,0.00014529997914535555,0.0017767814308323508,0.8469123628743992
106,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9958860330247237,4.792225815437684e-05,0.00032699619095053666,3.1093353210141918e-06,0.0003960401713061085,0.00028592526598450945,0.0029058157523916828,0.00014815800116806398,0.0017941968119885192,0.8469123628743992
107,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9958721646024042,4.727398754654904e-05,0.0003219159387425483,3.0670957744978495e-06,0.00039151453376111683,0.0002861356008906635,0.0029269097521928966,0.00015101848868757142,0.001811421393605362,0.8469123628743992
108,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9958584830900872,4.663508150726383e-05,0.0003169333667096065,3.025492688089647e-06,0.0003870056982001623,0.00028627435139920795,0.0029477622019983274,0.00015388071741025204,0.0018284567454039675,0.8469123628743992
109,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9958449859102624,4.6005299513468386e-05,0.0003120459838951,2.984507057294551e-06,0.0003825156828960341,0.00028634320502757136,0.0029683754314120403,0.00015674397993617673,0.001845304445301263,0.8469123628743992
110,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9958316705385784,4.538441844018657e-05,0.00030725136372891046,2.944121363900622e-06,0.0003780463696978012,0.0002863438446577203,0.0029887517578106593,0.00015960758572244917,0.001861966077857775,0.8469123628743992
111,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995818534500576,4.477223080378199e-05,0.00030254714441098595,2.90431942624624e-06,0.0003735995108232923,0.00028627794666520763,0.0030088934862672057,0.0001624708610271425,0.001878443232856003,0.8469123628743992
112,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995805575368751,4.4168543182789087e-05,0.00029793102895332783,2.8650862644961818e-06,0.00036917673537117056,0.00028614717918288386,0.0030288029094590607,0.00016533314883521684,0.0018947375039977715,0.8469123628743992
113,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957927907599131,4.357317479882235e-05,0.0002934007849282877,2.8264079794559426e-06,0.00036477955555967376,0.0002859532004926044,0.003048482307560274,0.0001681938087677308,0.0019108504877100117,0.8469123628743992
114,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957801783328099,4.298595624176713e-05,0.0002889542439657248,2.7882716435956825e-06,0.00036040937269944705,0.0002856976575384964,0.0030679339481256562,0.00017105221697559376,0.0019267837820494038,0.8469123628743992
115,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957677357859888,4.240672832498693e-05,0.0002845893010367733,2.7506652030835758e-06,0.0003560674829081609,0.00028538218455557746,0.0030871600859636583,0.00017390776601904306,0.0019425389856971998,0.8469123628743992
116,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957554608558725,4.1835341057666594e-05,0.00028030391355766797,2.713577389744435e-06,0.000351755082574798,0.0002850084018077486,0.0031061629630058096,0.0001767598647339695,0.0019581176970363532,0.8469123628743992
117,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957433513150252,4.127165272266182e-05,0.000276096100343217,2.6769976419644493e-06,0.00034747327358161927,0.00028457791442941256,0.0031249448081698272,0.00017960793808615493,0.0019735215133038064,0.8469123628743992
118,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995731404970589,4.07155290493571e-05,0.00027196394043605565,2.6409160336577834e-06,0.00034322306829188373,0.00028409231136519524,0.003143507837220394,0.0001824514270144304,0.0019887520298114535,0.8469123628743992
119,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957196196628746,4.016684247205629e-05,0.00026790557183472056,2.6053232104965866e-06,0.00033900539431141704,0.0002835531644024694,0.0031618542526304916,0.00018528978826370907,0.002003810839229885,0.8469123628743992
120,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9957079932640879,3.962547146535428e-05,0.00026391919014081503,2.5702103326835134e-06,0.0003348210990320976,0.00028296202729160094,0.0031799862434409576,0.0001881224942087953,0.0020186995309295734,0.8469123628743992
121,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956965236771792,3.909129994877316e-05,0.00026000304714306075,2.5355690236159733e-06,0.0003306709539652671,0.0002823204349490505,0.0031979059851213743,0.00019094903266982287,0.002033419690374635,0.8469123628743992
122,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956852088348017,3.856421675370114e-05,0.0002561554493538192,2.501391323854704e-06,0.0003265556588729816,0.00028162990273867535,0.0032156156394349544,0.0001937689067201268,0.002047972898564764,0.8469123628743992
123,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956740466983675,3.804411514635407e-05,0.00025237475651169187,2.467669649866519e-06,0.00032247584570489865,0.0002808919258267791,0.003233117354305537,0.0001965816344873081,0.002062360731521324,0.8469123628743992
124,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956630352571901,3.753089240109567e-05,0.00024865938006204583,2.4343967570628604e-06,0.0003184320823484578,0.00028010797860665614,0.003250413263686247,0.00019938674894820707,0.0020765847598139494,0.8469123628743992
125,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956521725277058,3.702444941900901e-05,0.00024500778162574286,2.4015657067025456e-06,0.0003144248761998516,0.0002792795141885724,0.003267505487435929,0.0002021837977184594,0.0020906465481243483,0.8469123628743992
126,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956414565527625,3.652469038711451e-05,0.00024141847146495155,2.3691698362693717e-06,0.0003104546775631123,0.00027840796395130885,0.0032843961311975756,0.00020497234283726952,0.002104547654844285,0.8469123628743992
127,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956308854009718,3.6031522474083896e-05,0.00023789000695367935,2.3372027329734137e-06,0.0003065218828844551,0.00027749473715157723,0.0033010872862833107,0.00020775196054799815,0.002118289631705002,0.8469123628743992
128,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956204571661144,3.5544855558709406e-05,0.00023442099105955728,2.3056582100593622e-06,0.0003026268378288226,0.00027654122058779206,0.003317581029565697,0.00021052224107512442,0.002131874023435578,0.8469123628743992
129,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956101699665952,3.506460198775819e-05,0.00023101007084243045,2.274530285636398e-06,0.0002987698402053784,0.0002755487783148512,0.0033338794233704894,0.00021328278839810914,0.002145302367447955,0.8469123628743992
130,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9956000219449413,3.4590676360175867e-05,0.00022765593597443947,2.2438131637722505e-06,0.0002949511427484873,0.00027451875140674094,0.003349984515382487,0.00021603322002265298,0.0021585761935465496,0.8469123628743992
131,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955900112673381,3.4122995334905306e-05,0.00022435731728551032,2.2135012176195103e-06,0.00029117095576051467,0.0002734524577639381,0.003365898338549611,0.0002187731667498124,0.0021716970236605685,0.8469123628743992
132,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955801361232,3.366147745985903e-05,0.0002211129853374917,2.1835889743652107e-06,0.00028742944962256505,0.0002723511919627314,0.0033816229109995266,0.00022150227244340613,0.002184666371597297,0.8469123628743992
133,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955703947247706,3.320604301982971e-05,0.00021792174902958168,2.154071101815435e-06,0.0002837267571790689,0.00027121622514373033,0.0033971602359593733,0.00022422019379611784,0.0021974857428147887,0.8469123628743992
134,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955607853067507,3.2756613901344984e-05,0.00021478245423715907,2.124942396445403e-06,0.00028006297600191734,0.00027004880493696783,0.0034125123016807146,0.00022692660009467327,0.002210156634212526,0.8469123628743992
135,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955513061259488,3.231311347267332e-05,0.00021169398248567327,2.0961977727623927e-06,0.00027643817053963466,0.0002688501554211367,0.0034276810813749226,0.00022962117298444524,0.0022226805339387247,0.8469123628743992
136,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955419554609525,3.1875466477368074e-05,0.00020865524966084235,2.0678322538440954e-06,0.0002728523741568734,0.0002676214771146261,0.0034426685331501172,0.00023230360623381586,0.002235058921213098,0.8469123628743992
137,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955327316118195,3.1443598939900006e-05,0.00020566520475605562,2.039840962928761e-06,0.0002693055910693123,0.00026636394699614864,0.003457476599957432,0.00023497360549860257,0.002247293266163968,0.8469123628743992
138,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955236328997836,3.101743808207538e-05,0.00020272282865756996,2.0122191159459066e-06,0.0002657977981788393,0.0002650787185528631,0.0034721072095422745,0.00023763088808683314,0.0022593850296787326,0.8469123628743992
139,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955146576669757,3.059691224906944e-05,0.0001998271329678223,1.9849620148875564e-06,0.0002623289468137054,0.0002637669218540111,0.003486562274400695,0.00024027518272413454,0.0022713356632667525,0.8469123628743992
140,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9955058042761568,3.018195084402428e-05,0.00019697715886695023,1.9580650419300965e-06,0.0002588989643781453,0.0002624296636481916,0.003500843691744082,0.00024290622931998087,0.0022831466089338246,0.8469123628743992
141,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954970711104631,2.977248427026803e-05,0.00019417197601241497,1.9315236542259245e-06,0.00025550775591577326,0.0002610680274824999,0.0035149533434666314,0.000245523778735028,0.0022948192990674614,0.8469123628743992
142,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99548845657316,2.9368443880309215e-05,0.00019141068147645083,1.9053333792922995e-06,0.0002521552055908837,0.00025968307384185426,0.003528893096121477,0.00024812759254974463,0.0023063551563322665,0.8469123628743992
143,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954799590874045,2.8969761930847482e-05,0.0001886923987209218,1.879489810932205e-06,0.00024884117809160843,0.00025827584030692596,0.0035426648008997086,0.0002507174428345335,0.002317755593574748,0.8469123628743992
144,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954715770960163,2.8576371543120816e-05,0.00018601627660904397,1.8539886056287051e-06,0.00024556551995871394,0.0002568473417291767,0.0035562702936164925,0.00025329311192152134,0.0023290220137369704,0.8469123628743992
145,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995463309061254,2.8188206667980064e-05,0.00018338148845333096,1.8288254793603032e-06,0.00024232806084365465,0.0002553985704215924,0.0035697113947018577,0.00025585439217818134,0.0023401558097784912,0.8469123628743992
146,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954551534645983,2.780520205514556e-05,0.00018078723109903543,1.8039962047902216e-06,0.00023912861469934193,0.00025393049636378127,0.003582989909196699,0.00025840108578293757,0.0023511583646060657,0.8469123628743992
147,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954471088065396,2.7427293226158053e-05,0.00017823272404229144,1.7794966087874103e-06,0.00023596698090693188,0.00025244406742018055,0.00359610762675322,0.00026093300450288963,0.0023620310510106507,0.8469123628743992
148,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954391736063702,2.7054416450587755e-05,0.0001757172085821069,1.755322570241486e-06,0.00023284294534178793,0.00025094020957018933,0.0036090663216410412,0.00026344996947378176,0.0023727752316112724,0.8469123628743992
149,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954313464019808,2.6686508725111944e-05,0.00017323994700531325,1.731470018137763e-06,0.00022975628138163098,0.000249419827149113,0.003621867752757524,0.00026595181098233007,0.0023833922588053493,0.8469123628743992
150,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954236257496598,2.6323507755113236e-05,0.0001708002218035462,1.7079349298620976e-06,0.00022670675085975205,0.00024788380309887127,0.0036345136636420916,0.00026843836825101065,0.0023938834747251015,0.8469123628743992
151,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954160102238961,2.596535193848829e-05,0.00016839733492130868,1.6847133297084765e-06,0.00022369410496602998,0.0002463329992274827,0.0036470057824954383,0.00027090948922540113,0.0024042502111996963,0.8469123628743992
152,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954084984171845,2.561198035139044e-05,0.00016603060703415136,1.6618012875651616e-06,0.00022071808509837,0.00024476825647639906,0.003659345822203619,0.00027336503036415886,0.0024144937897228086,0.8469123628743992
153,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9954010889398331,2.5263332735660034e-05,0.00016369937685599826,1.6391949177577932e-06,0.00021777842366705615,0.0002431903951948181,0.003671535480363697,0.00027580485643170907,0.0024246155214252977,0.8469123628743992
154,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953937804197741,2.491934948772358e-05,0.0001614030004746416,1.6168903780301893e-06,0.0002148748448543942,0.0002416002154201565,0.003683576439317271,0.0002782288402937095,0.0024346167070527207,0.8469123628743992
155,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953865715023744,2.457997164876709e-05,0.0001591408507144338,1.594883868645669e-06,0.00021200706533190886,0.00023999849716391618,0.0036954703661825627,0.00028063686271534823,0.0024444986369474243,0.8469123628743992
156,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953794608502499,2.4245140896011027e-05,0.00015691231652521047,1.5731716315936097e-06,0.0002091747949372518,0.0002383860007022235,0.0037072189128951605,0.00028302881216252566,0.0024542625910349697,0.8469123628743992
157,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99537244714308,2.3914799534933874e-05,0.00015471680239649024,1.5517499498876373e-06,0.00020637773731287392,0.00023676346687036783,0.003718823716249431,0.0002854045846059632,0.0024639098388146686,0.8469123628743992
158,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953655290774248,2.358889049230889e-05,0.00015255372779601016,1.530615146943362e-06,0.00020361559050841653,0.00023513161736070758,0.003730286397942595,0.0002877640833282763,0.002473441639354014,0.8469123628743992
159,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953587053665421,2.326735730993446e-05,0.00015042252663167256,1.509763586024934e-06,0.00020088804754868247,0.00023349115502335372,0.0037416085646241326,0.0002901072187340413,0.00248285924128681,0.8469123628743992
160,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953519747402069,2.2950144138952488e-05,0.00014832264673599792,1.4891916697509108e-06,0.0001981947969689571,0.00023184276416907828,0.0037527918079474087,0.0002924339081628821,0.0024921638828148134,0.8469123628743992
161,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953453359445312,2.2637195734661908e-05,0.00014625354937219885,1.4688958396510184e-06,0.00019553552331936375,0.00023018711087393267,0.0037638377046232963,0.00029474407570559543,0.002501356791712712,0.8469123628743992
162,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953387877417859,2.2328457451745683e-05,0.00014421470876101202,1.4488725757663702e-06,0.00019290990763985578,0.00022852484328509455,0.003774747816477242,0.0002970376520233299,0.002510439185336276,0.8469123628743992
