,alpha,beta,gamma,delta,epsilon,theta,zeta,eta,mu,nu,tau,lambda,kappa,xi,rho,sigma,s,i,d,a,r,t,h,e,h_detected,r0
163,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953323289102222,2.2023875239839713e-05,0.00014220561162744838,1.4291183962865777e-06,0.00019031762790736845,0.00022685659192749516,0.0037855236905095513,0.00029931457416982834,0.002519412270633525,0.8469123628743992
164,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953259582438958,2.1723395639381027e-05,0.0001402257567666454,1.4096298572179767e-06,0.0001877583594565794,0.0002251829700108094,0.0037961668589568953,0.00030157478541673944,0.0025282772441587694,0.8469123628743992
165,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953196745524908,2.1426965777680716e-05,0.00013827465462802987,1.390403552077884e-06,0.0001852317753756547,0.00022350457373642067,0.003806678839357369,0.000303818235082,0.0025370352920893804,0.8469123628743992
166,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995313476661145,2.1134533365174107e-05,0.0001363518269170249,1.3714361116104329e-06,0.00018273754687828903,0.00022182198260399942,0.003817061134617661,0.00030604487836128583,0.0025456875902451666,0.8469123628743992
167,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953073634102765,2.0846046691807115e-05,0.00013445680621355918,1.352724203520086e-06,0.00018027534365328444,0.00022013575971736112,0.00382731523308133,0.00030825467616252576,0.0025542353041102263,0.8469123628743992
168,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9953013336554108,2.0561454623523254e-05,0.00013258913560666269,1.3342645322194296e-06,0.00017784483419284848,0.00021844645208929324,0.0038374426086013047,0.00031044759494346975,0.0025626795888571644,0.8469123628743992
169,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952953862670092,2.028070659882092e-05,0.00013074836834445712,1.3160538385882843e-06,0.0001754456861007352,0.00021675459094506466,0.0038474447206108264,0.0003126236065522995,0.002571021589373557,0.8469123628743992
170,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995289520130298,2.0003752625354855e-05,0.00012893406749887537,1.2980888997415792e-06,0.00017307756638129527,0.00021506069202435242,0.003857323014201053,0.00031478268807126673,0.002579262440290563,0.8469123628743992
171,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952837341450989,1.9730543276559775e-05,0.00012714580564446773,1.280366528803765e-06,0.00017074014171044758,0.00021336525588134145,0.003867078920196221,0.0003169248216633424,0.0025874032660135773,0.8469123628743992
172,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952780272256601,1.9461029688277497e-05,0.00012538316455067806,1.262883574687873e-06,0.00016843307868953504,0.00021166876818277258,0.003876713855232028,0.0003190499944218571,0.002595445180754838,0.8469123628743992
173,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952723983004891,1.9195163555372067e-05,0.00012364573488699604,1.245636921877591e-06,0.0001661560440829768,0.00020997170000373224,0.003886229221836901,0.00032115819822311126,0.0026033892885678834,0.8469123628743992
174,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952668463121856,1.8932897128320028e-05,0.00012193311594041546,1.2286234902109723e-06,0.0001639087050405848,0.00020827450812099468,0.003895626408511932,0.0003232494295819313,0.0026112366833837873,0.8469123628743992
175,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952613702172767,1.867418320976537e-05,0.00012024491534465124,1.2118402346646179e-06,0.0001616907293053669,0.00020657763530374377,0.0039049067898149215,0.00032532368951014676,0.0026189884490490757,0.8469123628743992
176,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952559689860514,1.841897515103079e-05,0.00011858074882059006,1.1952841451373513e-06,0.00015950178540759835,0.00020488151060151676,0.003914071726444979,0.0003273809833779611,0.0026266456593652546,0.8469123628743992
177,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952506416023985,1.8167226848578697e-05,0.00011694023992747108,1.1789522462325832e-06,0.00015734154284590258,0.00020318654962922674,0.003923122565325898,0.0003294213207781875,0.0026342093781298683,0.8469123628743992
178,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995245387063644,1.791889274041699e-05,0.00011532301982431463,1.1628415970387057e-06,0.00015520967225604498,0.00020149315484913424,0.003932060639695756,0.0003314447153933201,0.0026416806591790178,0.8469123628743992
179,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952402043803897,1.7673927802446055e-05,0.00011372872704113652,1.1469492909069868e-06,0.00015310584556810707,0.00019980171584965098,0.003940887269192506,0.0003334511848654096,0.0026490605464312656,0.8469123628743992
180,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952350925763542,1.743228754474459e-05,0.00011215700725950599,1.1312724552265506e-06,0.00015102973615267447,0.00019811260962087076,0.00394960375994402,0.0003354407506687104,0.0026563500739328685,0.8469123628743992
181,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952300506882139,1.7193928007792857e-05,0.00011060751310202408,1.1158082511961251e-06,0.00014898101895663925,0.0001964262008267338,0.003958211404656575,0.0003374134379850667,0.0026635502659042615,0.8469123628743992
182,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952250777654456,1.695880575863299e-05,0.00010907990393031762,1.1005538735923276e-06,0.00014695937062918674,0.00019474284207374138,0.003966711482707108,0.00033936927558200314,0.0026706621367877433,0.8469123628743992
183,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952201728701704,1.6726877886966595e-05,0.00010757384565116203,1.0855065505343322e-06,0.0001449644696385069,0.00019306287417614724,0.003975105260232703,0.0003413082956934853,0.0026776866912962974,0.8469123628743992
184,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952153350769991,1.6498102001190612e-05,0.00010608901053036326,1.0706635432448293e-06,0.00014299599637974323,0.000191386626417562,0.003983393990225403,0.00034323053390331406,0.0026846249244634923,0.8469123628743992
185,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952105634728785,1.6272436224372928e-05,0.00010462507701404535,1.0560221458072384e-06,0.00014105363327466484,0.0001897144168089149,0.003991578912622584,0.0003451360290311181,0.0026914778216944072,0.8469123628743992
186,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995205857156939,1.6049839190169654e-05,0.00010318172955700651,1.0415796849191884e-06,0.00013913706486352284,0.0001880465523427259,0.003999661254401654,0.0003470248230209078,0.0026982463588175317,0.8469123628743992
187,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9952012152403438,1.5830270038686442e-05,0.0001017586584578215,1.0273335196423178e-06,0.00013724597788952769,0.00018638332924364825,0.004007642229674646,0.00034889696083215295,0.0027049315021375852,0.8469123628743992
188,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995196636846139,1.5613688412286395e-05,0.00010035555970038283,1.013281041148478e-06,0.00013538006137636186,0.00018472503321524883,0.004015523039782254,0.00035075249033334757,0.0027115342084892092,0.8469123628743992
189,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951921211091058,1.5400054451347482e-05,9.897213480158743e-05,9.994196724624562e-07,0.00013353900669912044,0.00018307193968300085,0.0040233048733886445,0.0003525914621980234,0.0027180554252914852,0.8469123628743992
190,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951876671756131,1.5189328789972487e-05,9.760809066488888e-05,9.857468682013566e-07,0.00013172250764905167,0.00018142431403346857,0.004030988906578159,0.0003544139298031745,0.002724496090603233,0.8469123628743992
191,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951832742034721,1.4981472551654712e-05,9.626313943944824e-05,9.72260114310794e-07,0.0001299302604924501,0.00017978241184967038,0.004038576302950347,0.00035621994913005424,0.0027308571331790426,0.8469123628743992
192,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951789413617917,1.477644734490271e-05,9.493699838462882e-05,9.589569277980748e-07,0.00012816196402403663,0.00017814647914261156,0.004046068213717113,0.0003580095786673075,0.002737139472526001,0.8469123628743992
193,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951746678308365,1.4574215258827424e-05,9.362938973959225e-05,9.458348564625498e-07,0.00012641731961514225,0.0001765167525789831,0.004053465777798082,0.00035978287931639824,0.0027433440189610714,0.8469123628743992
194,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951704528018844,1.4374738858695143e-05,9.234004059776435e-05,9.3289147862333e-07,0.00012469603125699503,0.00017489345970502754,0.004060770121919188,0.0003615399142992956,0.0027494716736690852,0.8469123628743992
195,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951662954770872,1.417798118144968e-05,9.106868278595033e-05,9.201244028445678e-07,0.00012299780559939512,0.00017327681916657744,0.0040679823607081556,0.0003632807490683788,0.002755523328761307,0.8469123628743992
196,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951621950693315,1.3983905731207159e-05,8.9815052747889e-05,9.075312676585081e-07,0.00012132235198504685,0.0001716670409252754,0.004075103596792973,0.000365005451218524,0.0027614998673345394,0.8469123628743992
197,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951581508021016,1.3792476474726805e-05,8.857889143204597e-05,8.95109741286514e-07,0.0001196693824798028,0.0001700643264709891,0.0040821349208981506,0.0003667140904013338,0.002767402163530729,0.8469123628743992
198,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951541619093438,1.360365783686103e-05,8.735994418345462e-05,8.82857521358277e-07,0.0001180386118990616,0.00016846886903043763,0.004089077411943642,0.00036840673824147224,0.0027732310825970396,0.8469123628743992
199,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951502276353317,1.3417414695988087e-05,8.61579606394235e-05,8.707723346294181e-07,0.00011642975783054805,0.00016688085377204886,0.0040959321371406565,0.00037008346825506683,0.002778987480946361,0.8469123628743992
200,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951463472345331,1.3233712379430451e-05,8.497269462893673e-05,8.588519366976846e-07,0.00011484254065369236,0.0001653004580070702,0.004102700152091021,0.0003717443557701408,0.0027846722062182193,0.8469123628743992
201,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951425199714787,1.3052516658862065e-05,8.380390407558247e-05,8.470941117179451e-07,0.0001132766835558133,0.00016372785138695837,0.00410938250088333,0.0003733894778490373,0.002790286097340058,0.8469123628743992
202,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951387451206316,1.2873793745707415e-05,8.265135090385265e-05,8.354966721161816e-07,0.00011173191254529967,0.00016216319609707543,0.004115980216191528,0.00037501891321279935,0.00279582998458886,0.8469123628743992
203,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951350219662586,1.2697510286535367e-05,8.151480094866399e-05,8.240574583026734e-07,0.00011020795646197367,0.00016060664704672155,0.004122494319371728,0.00037663274216746817,0.0028013046896530856,0.8469123628743992
204,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951313498023027,1.2523633358450582e-05,8.039402386795824e-05,8.127743383845602e-07,0.00010870454698481035,0.00015905835205553607,0.004128925820559903,0.0003782310465322637,0.002806711025694886,0.8469123628743992
205,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995127727932257,1.2352130464485196e-05,7.928879305824573e-05,8.016452078779705e-07,0.00010722141863717746,0.00015751845203630096,0.00413527571876926,0.0003798139095696109,0.0028120497974125826,0.8469123628743992
206,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951241556690407,1.2182969528993367e-05,7.819888557296324e-05,7.906679894198906e-07,0.00010575830878975178,0.00015598708117418243,0.004141545001987157,0.00038138141591697634,0.0028173218011033722,0.8469123628743992
207,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951206323348749,1.201611889305119e-05,7.71240820435231e-05,7.798406324799487e-07,0.00010431495766125905,0.0001544643671024476,0.004147734647271806,0.00038293365152047956,0.0028225278247262374,0.8469123628743992
208,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951171572611618,1.1851547309864346e-05,7.60641666029365e-05,7.69161113072277e-07,0.00010289110831717721,0.0001529504310746949,0.004153845620850305,0.00038447070357024366,0.0028276686479650395,0.8469123628743992
209,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951137297883635,1.1689223940185761e-05,7.501892681189953e-05,7.586274334676109e-07,0.00010148650666653461,0.000151445388133638,0.00415987887821323,0.00038599266043745146,0.002832745042291767,0.8469123628743992
210,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951103492658835,1.1529118347745436e-05,7.398815358723573e-05,7.482376219057791e-07,0.00010010090145692813,0.00014994934727648415,0.004165835364213,0.0003874996116130718,0.002837757771029919,0.8469123628743992
211,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951070150519487,1.1371200494694508e-05,7.297164113259413e-05,7.37989732308728e-07,9.873404426787897e-05,0.00014846241161694897,0.004171716013158688,0.0003889916476482231,0.002842707589417999,0.8469123628743992
212,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951037265134932,1.1215440737065474e-05,7.196918687130661e-05,7.278818439942208e-07,9.738568950263799e-05,0.00014698467854395015,0.004177521748911617,0.0003904688600961403,0.0028475952446731017,0.8469123628743992
213,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9951004830260438,1.1061809820250456e-05,7.098059138131275e-05,7.17912061390342e-07,9.60555943785456e-05,0.00014551623987702408,0.004183253484981941,0.00039193134145571183,0.0028524214760545672,0.8469123628743992
214,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950972839736056,1.0910278874499215e-05,7.000565833206522e-05,7.080785137509338e-07,9.474351891604637e-05,0.0001440571820185091,0.004188912124623134,0.00039337918511655524,0.0028571870149276873,0.8469123628743992
215,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950941287485505,1.0760819410438575e-05,6.90441944233323e-05,6.983793548720841e-07,9.344922592645218e-05,0.00014260758610254063,0.004194498560926241,0.0003948124853055977,0.00286189258482744,0.8469123628743992
216,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995091016751506,1.0613403314614809e-05,6.809600932581877e-05,6.888127628097772e-07,9.217248099854314e-05,0.000141167528140903,0.004200013676916137,0.00039623133703513156,0.002866538901522238,0.8469123628743992
217,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950879473912457,1.046800284506043e-05,6.716091562352947e-05,6.793769395988149e-07,9.091305248409036e-05,0.00013973707916578395,0.004205458345643787,0.0003976358360523119,0.0028711266730776703,0.8469123628743992
218,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950849200845813,1.0324590626886762e-05,6.623872875780409e-05,6.700701109731083e-07,8.96707114823799e-05,0.00013831630536947746,0.00421083343028128,0.00039902607879006705,0.0028756565999202197,0.8469123628743992
219,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950819342562551,1.0183139647903549e-05,6.532926697295462e-05,6.608905260874346e-07,8.844523182381318e-05,0.00013690526824108138,0.004216139784213535,0.0004004021623193905,0.002880129374900942,0.8469123628743992
220,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950789893388352,1.0043623254266805e-05,6.443235126344057e-05,6.518364572407474e-07,8.723639005265435e-05,0.00013550402470023588,0.004221378251134,0.0004017641843029851,0.0028845456833590864,0.8469123628743992
221,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950760847726106,9.906015146156017e-06,6.354780532251976e-05,6.429061996011244e-07,8.604396540899183e-05,0.0001341126272279495,0.004226549665134027,0.00040311224295022966,0.002888906203185647,0.8469123628743992
222,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950732200054883,9.770289373481714e-06,6.267545549231579e-05,6.340980709324302e-07,8.486773980997702e-05,0.000132731123994559,0.0042316548507970175,0.00040444643697344,0.0028932116048868226,0.8469123628743992
223,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950703944928917,9.636420331624364e-06,6.181513071524573e-05,6.25410411322765e-07,8.370749783039962e-05,0.0001313595589848699,0.004236694623289461,0.0004057668655453947,0.0028974625516473814,0.8469123628743992
224,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.99506760769766,9.504382757205487e-06,6.096666248675469e-05,6.168415829147702e-07,8.256302668265599e-05,0.0001299979721205234,0.004241669788451863,0.00040707362825809863,0.002901659699393904,0.8469123628743992
225,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950648590899489,9.37415172389178e-06,6.0129884809305766e-05,6.083899696378496e-07,8.143411619616348e-05,0.00012864639937963708,0.004246581142889783,0.0004083668250827563,0.0029058036968579006,0.8469123628743992
226,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950621481471327,9.245702638233016e-06,5.93046341475771e-05,6.000539769423681e-07,8.032055879627053e-05,0.00012730487291376445,0.0042514294740635394,0.0004096465563309282,0.0029098951856387865,0.8469123628743992
227,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950594743537076,9.119011235534376e-06,5.849074938481931e-05,5.918320315358781e-07,7.922214948270994e-05,0.00012597342116222004,0.0042562155603786955,0.00041091292261684326,0.0029139348002667014,0.8469123628743992
228,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950568372011958,8.994053575763853e-06,5.768807178032922e-05,5.837225811214253e-07,7.81386858076395e-05,0.0001246520689638155,0.004260940171274652,0.0004121660248208417,0.0029179231682651624,0.8469123628743992
229,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950542361880516,8.870806039495284e-06,5.6896444927997594e-05,5.757240941379783e-07,7.706996785331192e-05,0.00012334083766605227,0.0042656040673134665,0.0004134059640539223,0.0029218609102135413,0.8469123628743992
230,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995051670819568,8.749245323887505e-06,5.6115714715890773e-05,5.678350595030226e-07,7.601579820941341e-05,0.00012203974523181583,0.004270208000268116,0.000414632841623369,0.002925748639809348,0.8469123628743992
231,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950491406077848,8.6293484387001e-06,5.534572928682772e-05,5.600539863573581e-07,7.497598195010805e-05,0.00012074880634361668,0.004274752713210206,0.00041584675899943203,0.0029295869639303193,0.8469123628743992
232,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950466450713978,8.511092702346132e-06,5.4586338999915937e-05,5.523794038121326e-07,7.39503266108227e-05,0.00011946803250542218,0.004279238940596786,0.00041704781778303956,0.0029333764826962924,0.8469123628743992
233,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950441837356693,8.394455737982222e-06,5.383739639301141e-05,5.448098606981426e-07,7.293864216480561e-05,0.00011819743214212374,0.0042836674083576165,0.0004182361196745152,0.0029371177895308616,0.8469123628743992
234,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950417561323391,8.279415469636283e-06,5.309875614606914e-05,5.373439253174291e-07,7.194074099948926e-05,0.00011693701069668272,0.004288038833980212,0.00041941176644327903,0.0029408114712228045,0.8469123628743992
235,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.995039361799538,8.165950118373165e-06,5.2370275045352543e-05,5.299801851971918e-07,7.095643789268674e-05,0.0001156867707249987,0.004292353926596881,0.00042057485989850814,0.002944458107987268,0.8469123628743992
236,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950370002817007,8.054038198498463e-06,5.165181194847145e-05,5.227172468460437e-07,6.998554998864881e-05,0.00011444671198854264,0.00429661338706766,0.000421725501860735,0.002948058273526708,0.8469123628743992
237,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950346711294815,7.943658513800636e-06,5.094322775021957e-05,5.155537355126241e-07,6.90278967740073e-05,0.00011321683154479749,0.004300817908065913,0.0004228637941343606,0.002951612535091573,0.8469123628743992
238,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950323738996698,7.834790153831645e-06,5.024438534918395e-05,5.084882949465867e-07,6.808330005362891e-05,0.00011199712383554832,0.004304968174162038,0.00042398983848106154,0.0029551214535407243,0.8469123628743992
239,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950301081551072,7.727412490226159e-06,4.9555149615099805e-05,5.015195871619755e-07,6.715158392640204e-05,0.00011078758077306306,0.004309064861906631,0.0004251037365940693,0.0029585855834015815,0.8469123628743992
240,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950278734646057,7.621505173059475e-06,4.887538735692573e-05,4.946462922029996e-07,6.623257476097772e-05,0.00010958819182420514,0.004313108639913632,0.0004262055900733006,0.0029620054729299944,0.8469123628743992
241,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950256694028673,7.51704812724416e-06,4.820496729161494e-05,4.878671079122166e-07,6.532610117148446e-05,0.00010839894409251832,0.004317100168940491,0.00042729550040131897,0.0029653816641698233,0.8469123628743992
242,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950234955504037,7.414021548965469e-06,4.7543760013559636e-05,4.811807497011299e-07,6.443199399323574e-05,0.00010721982239832359,0.004321040101972429,0.00042837356892010706,0.00296871469301223,0.8469123628743992
243,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950213514934582,7.312405902155518e-06,4.689163796468649e-05,4.745859503232055e-07,6.355008625844745e-05,0.0001060508093568677,0.0043249290843007104,0.00042943989680862995,0.0029720050892546677,0.8469123628743992
244,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950192368239275,7.212181915006192e-06,4.624847540518205e-05,4.680814596493109e-07,6.268021317198144e-05,0.00010489188545456203,0.004328767753604912,0.0004304945850611703,0.0029752533766595674,0.8469123628743992
245,0.21,0.005,0.11,0.005,0.2,0.371,0.025,0.025,0.008,0.015,0.01,0.08,0.02,0.02,0.02,0.01,0.9950171511392855,7.113330576520731e-06,4.561414838482803e-05,4.616660444455773e-07,6.182221208713056e-05,0.00010374302912335026,0.0043325567400318565,0.0004315377344664168,0.0029784600730127114,0.8469123628743992
